2026-07-27 20:24:32,657 : ========== Running Processes ==========
2026-07-27 20:24:32,658 : Name : System Idle Process | PID : 0 | Username : NT AUTHORITY\SYSTEM
2026-07-27 20:24:32,659 : Name : System | PID : 4 | Username : NT AUTHORITY\SYSTEM
2026-07-27 20:24:32,660 : Name :  | PID : 188 | Username : None
2026-07-27 20:24:32,660 : Name : Registry | PID : 232 | Username : None
2026-07-27 20:24:32,661 : Name : NP2120CL.EXE | PID : 428 | Username : None
2026-07-27 20:24:32,662 : Name : conhost.exe | PID : 516 | Username : HP\vaish
2026-07-27 20:24:32,663 : Name : svchost.exe | PID : 964 | Username : None
2026-07-27 20:24:32,663 : Name : smss.exe | PID : 984 | Username : None
2026-07-27 20:24:32,663 : Name : svchost.exe | PID : 1424 | Username : None
2026-07-27 20:24:32,664 : Name : csrss.exe | PID : 1488 | Username : None
2026-07-27 20:24:32,665 : Name : wininit.exe | PID : 1660 | Username : None
2026-07-27 20:24:32,665 : Name : csrss.exe | PID : 1668 | Username : None
2026-07-27 20:24:32,665 : Name : winlogon.exe | PID : 1728 | Username : None
2026-07-27 20:24:32,666 : Name : services.exe | PID : 1796 | Username : None
2026-07-27 20:24:32,666 : Name : LsaIso.exe | PID : 1804 | Username : None
2026-07-27 20:24:32,666 : Name : lsass.exe | PID : 1824 | Username : None
2026-07-27 20:24:32,667 : Name : dwm.exe | PID : 1840 | Username : None
2026-07-27 20:24:32,667 : Name : svchost.exe | PID : 1956 | Username : None
2026-07-27 20:24:32,667 : Name : svchost.exe | PID : 1968 | Username : None
2026-07-27 20:24:32,668 : Name : fontdrvhost.exe | PID : 1984 | Username : None
2026-07-27 20:24:32,668 : Name : fontdrvhost.exe | PID : 1988 | Username : None
2026-07-27 20:24:32,668 : Name : svchost.exe | PID : 2000 | Username : None
2026-07-27 20:24:32,669 : Name : svchost.exe | PID : 2096 | Username : None
2026-07-27 20:24:32,669 : Name : svchost.exe | PID : 2100 | Username : None
2026-07-27 20:24:32,669 : Name : svchost.exe | PID : 2212 | Username : None
2026-07-27 20:24:32,669 : Name : svchost.exe | PID : 2220 | Username : None
2026-07-27 20:24:32,670 : Name : svchost.exe | PID : 2228 | Username : None
2026-07-27 20:24:32,670 : Name : svchost.exe | PID : 2232 | Username : None
2026-07-27 20:24:32,670 : Name : svchost.exe | PID : 2260 | Username : None
2026-07-27 20:24:32,671 : Name : svchost.exe | PID : 2424 | Username : None
2026-07-27 20:24:32,671 : Name : svchost.exe | PID : 2444 | Username : None
2026-07-27 20:24:32,671 : Name : svchost.exe | PID : 2456 | Username : None
2026-07-27 20:24:32,672 : Name : svchost.exe | PID : 2512 | Username : None
2026-07-27 20:24:32,672 : Name : chrome.exe | PID : 2544 | Username : HP\vaish
2026-07-27 20:24:32,673 : Name : svchost.exe | PID : 2552 | Username : HP\vaish
2026-07-27 20:24:32,673 : Name : svchost.exe | PID : 2596 | Username : None
2026-07-27 20:24:32,673 : Name : svchost.exe | PID : 2660 | Username : None
2026-07-27 20:24:32,674 : Name : svchost.exe | PID : 2756 | Username : None
2026-07-27 20:24:32,674 : Name : svchost.exe | PID : 2792 | Username : None
2026-07-27 20:24:32,674 : Name : svchost.exe | PID : 2900 | Username : None
2026-07-27 20:24:32,675 : Name : svchost.exe | PID : 3024 | Username : None
2026-07-27 20:24:32,675 : Name : explorer.exe | PID : 3060 | Username : HP\vaish
2026-07-27 20:24:32,676 : Name : svchost.exe | PID : 3128 | Username : None
2026-07-27 20:24:32,676 : Name : DefenderAiPlatformHost.exe | PID : 3168 | Username : None
2026-07-27 20:24:32,676 : Name : svchost.exe | PID : 3256 | Username : None
2026-07-27 20:24:32,677 : Name : svchost.exe | PID : 3292 | Username : None
2026-07-27 20:24:32,677 : Name : svchost.exe | PID : 3304 | Username : None
2026-07-27 20:24:32,677 : Name : OmenCap.exe | PID : 3544 | Username : None
2026-07-27 20:24:32,678 : Name : svchost.exe | PID : 3556 | Username : None
2026-07-27 20:24:32,678 : Name : svchost.exe | PID : 3644 | Username : None
2026-07-27 20:24:32,678 : Name : NVDisplay.Container.exe | PID : 3660 | Username : None
2026-07-27 20:24:32,679 : Name : amdfendrsr.exe | PID : 3728 | Username : None
2026-07-27 20:24:32,679 : Name : atiesrxx.exe | PID : 3736 | Username : None
2026-07-27 20:24:32,679 : Name : svchost.exe | PID : 3744 | Username : None
2026-07-27 20:24:32,680 : Name : sihost.exe | PID : 3768 | Username : HP\vaish
2026-07-27 20:24:32,680 : Name : MemCompression | PID : 3876 | Username : None
2026-07-27 20:24:32,681 : Name : svchost.exe | PID : 3904 | Username : None
